Of course the cartoon is highly oversimplified, and most critics consider it one of the weakest parts of the film.	Nixon	y
Of course the cartoon is highly oversimplified, and most critics consider it one of the weakest parts of the film.	The war on drugs began with the Nixon administration and it was an animated story of the US that covered gun rights and other matters	y
Of course the cartoon is highly oversimplified, and most critics consider it one of the weakest parts of the film.	"war on drugs" begun under the Nixon administration	y
You write: "Fact: The little boy was the class thug, already suspended from school for stabbing another kid with a pencil, and had fought with Kayla the day before".	The right wing	y
You write: "Fact: The little boy was the class thug, already suspended from school for stabbing another kid with a pencil, and had fought with Kayla the day before".	Typical right-wing reaction	y
This characterization of a six-year-old as a pencil-stabbing thug is exactly the kind of hysteria that Moore's film warns against.	The right wing	y
This characterization of a six-year-old as a pencil-stabbing thug is exactly the kind of hysteria that Moore's film warns against.	Typical right-wing reaction	y
It is the typical right-wing reaction which looks for simple answers that do not contradict the Republican mindset.	Nixon	y
Because it's so much fun to do so?	Nixon	y
This is the key message of this part of the animation, which is again being ignored by its critics.	Nixon	y
You write: "Fact: The little boy was the class thug, already suspended from school for stabbing another kid with a pencil, and had fought with Kayla the day before".	Drug addicts	y
You write: "Fact: The little boy was the class thug, already suspended from school for stabbing another kid with a pencil, and had fought with Kayla the day before".	The parents were involved in drugs	y
This characterization of a six-year-old as a pencil-stabbing thug is exactly the kind of hysteria that Moore's film warns against.	Drug addicts	y
This characterization of a six-year-old as a pencil-stabbing thug is exactly the kind of hysteria that Moore's film warns against.	The parents were involved in drugs	y
It is the typical right-wing reaction which looks for simple answers that do not contradict the Republican mindset.	Drug addicts	y
It is the typical right-wing reaction which looks for simple answers that do not contradict the Republican mindset.	The parents were involved in drugs	y
You write: "Fact: The little boy was the class thug, already suspended from school for stabbing another kid with a pencil, and had fought with Kayla the day before".	6 years old	y
You write: "Fact: The little boy was the class thug, already suspended from school for stabbing another kid with a pencil, and had fought with Kayla the day before".	Six	y
Buell shooting in Flint.	6 years old	y
Buell shooting in Flint.	Six	y
Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis.	Earthquakes and tsunamis	y
Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis.	Earthquakes	y
Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis.	Tsunamis	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	Earthquakes and tsunamis	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	Earthquakes	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	Tsunamis	y
"It is one of these countries, because of its geography, that doesn't have earthquakes," said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies.	Earthquakes and tsunamis	y
"It is one of these countries, because of its geography, that doesn't have earthquakes," said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies.	Earthquakes	y
"It is one of these countries, because of its geography, that doesn't have earthquakes," said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies.	Tsunamis	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	Because Malaysia stated that the plane may have been flown into the Indian Ocean	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	Ineffective rescue efforts	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	Contradictory statements by Malaysian officials	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	They've issued contradictory statements, mishandled key evidence, and wasted time that could have been spent looking for survivors	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	Because many passengers aboard the aircraft were from Chine and Vietnam	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	Because Malaysia stated that the plane may have been flown into the Indian Ocean	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	Ineffective rescue efforts	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	Contradictory statements by Malaysian officials	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	They've issued contradictory statements, mishandled key evidence, and wasted time that could have been spent looking for survivors	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	Because many passengers aboard the aircraft were from Chine and Vietnam	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Because Malaysia stated that the plane may have been flown into the Indian Ocean	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Ineffective rescue efforts	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Contradictory statements by Malaysian officials	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	They've issued contradictory statements, mishandled key evidence, and wasted time that could have been spent looking for survivors	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Because many passengers aboard the aircraft were from Chine and Vietnam	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	Because Malaysia stated that the plane may have been flown into the Indian Ocean	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	Ineffective rescue efforts	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	Contradictory statements by Malaysian officials	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	They've issued contradictory statements, mishandled key evidence, and wasted time that could have been spent looking for survivors	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	Because many passengers aboard the aircraft were from Chine and Vietnam	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	"Saving possible survivors"	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	Time has been wasted for saving passengers	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	Successful rescue of survivors	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	Locating survivors	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	"Saving possible survivors"	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	Time has been wasted for saving passengers	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	Successful rescue of survivors	y
"The new information means the intensive search in the South China Sea for the whole past week was worthless and would never bear fruit," said a commentary published by China's state-run news agency Xinhua.	Locating survivors	y
"Even worse, the golden time for saving possible survivors, if any, was generously wasted."	Both the Philippines and Indonesia	y
"Even worse, the golden time for saving possible survivors, if any, was generously wasted."	"Indonesia and the Philippines"	y
Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world.	Both the Philippines and Indonesia	y
Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world.	"Indonesia and the Philippines"	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	They have irritated China	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	"China"	y
China among critics Criticism and complaints have come from other countries involved in the search for the missing plane, including China and Vietnam, and from the relatives of passengers.	China has been very irritated by contradictory statements	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	They have irritated China	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	"China"	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	China has been very irritated by contradictory statements	y
It hasn't been tested with a disaster like this."	"No"	y
It hasn't been tested with a disaster like this."	No, it has failed	y
It hasn't been tested with a disaster like this."	The Malaysian government has not done well	y
The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.	"No"	y
The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.	No, it has failed	y
The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.	The Malaysian government has not done well	y
And it hasn't emerged with very good grades.	"No"	y
And it hasn't emerged with very good grades.	No, it has failed	y
And it hasn't emerged with very good grades.	The Malaysian government has not done well	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	China was critical	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	China and Vietnam, as well as passengers' families	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	Beijing officials	y
"I think on a stress test, they're failing," Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.	Ernest Bower, China, Vietnam	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	China was critical	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	China and Vietnam, as well as passengers' families	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	Beijing officials	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	Ernest Bower, China, Vietnam	y
"Even worse, the golden time for saving possible survivors, if any, was generously wasted."	Because of its geography	y
Before the mysterious disappearance of one of its passenger jets this month, Malaysia wasn't a country used to finding itself dominating headlines around the world.	Because of its geography	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	Because of its geography	y
"It is one of these countries, because of its geography, that doesn't have earthquakes," said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies.	Because of its geography	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	It does not have earthquakes	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	Earthquakes and tsunamis	y
But Malaysia has largely managed to stay out of the international spotlight since its independence from British colonial rule more than half a century ago.	It does not have tsunamis	y
"It is one of these countries, because of its geography, that doesn't have earthquakes," said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies.	It does not have earthquakes	y
"It is one of these countries, because of its geography, that doesn't have earthquakes," said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies.	Earthquakes and tsunamis	y
"It is one of these countries, because of its geography, that doesn't have earthquakes," said Ernest Bower, senior adviser for Southeast Asia studies at the Center for Strategic and International Studies.	It does not have tsunamis	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Chinese	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	The majority of passengers were from China	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	The majority of people were Chinese	y
It hasn't been tested with a disaster like this."	Chinese	y
It hasn't been tested with a disaster like this."	The majority of passengers were from China	y
It hasn't been tested with a disaster like this."	The majority of people were Chinese	y
It hasn't been tested with a disaster like this."	Failing grades	y
It hasn't been tested with a disaster like this."	It hasn't emerged with very good grades	y
It hasn't been tested with a disaster like this."	Not very good	y
It hasn't been tested with a disaster like this."	Failing	y
The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.	Failing grades	y
The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.	It hasn't emerged with very good grades	y
The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.	Not very good	y
The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.	Failing	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Because Malaysia said the plane had been flown west, not east	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Because Malaysia said that it was flown into the Indian Ocean	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	Because Malaysia announced evidence that the plane had been deliberately flown west into the Indian Ocean and therefore was not in the South China Sea	y
Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.	There was evidence the search was taking place in the wrong location	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	Because Malaysia said the plane had been flown west, not east	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	Because Malaysia said that it was flown into the Indian Ocean	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	Because Malaysia announced evidence that the plane had been deliberately flown west into the Indian Ocean and therefore was not in the South China Sea	y
The majority of the people on board the plane were Chinese, and Beijing has increasingly voiced its displeasure with the search, especially after Malaysia announced over the weekend that evidence suggested the plane had been deliberately flown west into the Indian Ocean, away from its last confirmed location over the South China Sea.	There was evidence the search was taking place in the wrong location	y
I was now one of them.	He felt that he could hear nothing and then started hearing the sound of bells and then saw a light	y
I was now one of them.	He heard a sound and saw a light in a vacuum	y
I was now one of them.	He kept hearing noises	y
Hotel California My first thought: I was going crazy.	He felt that he could hear nothing and then started hearing the sound of bells and then saw a light	y
Hotel California My first thought: I was going crazy.	He heard a sound and saw a light in a vacuum	y
Hotel California My first thought: I was going crazy.	He kept hearing noises	y
I heard it again.	He felt that he could hear nothing and then started hearing the sound of bells and then saw a light	y
I heard it again.	He heard a sound and saw a light in a vacuum	y
I heard it again.	He kept hearing noises	y
It was a fine bell, reminiscent of ancient stone churches and the towering cathedrals I'd seen in documentaries.	He felt that he could hear nothing and then started hearing the sound of bells and then saw a light	y
It was a fine bell, reminiscent of ancient stone churches and the towering cathedrals I'd seen in documentaries.	He heard a sound and saw a light in a vacuum	y
It was a fine bell, reminiscent of ancient stone churches and the towering cathedrals I'd seen in documentaries.	He kept hearing noises	y
I was one more scrap to weld onto the rest, one more stranded survivor who was found.	Another found stranded survivor	y
I was one more scrap to weld onto the rest, one more stranded survivor who was found.	He was one more scrap to weld and one more survivor who was found	y
I was one more scrap to weld onto the rest, one more stranded survivor who was found.	The crew of his saviours	y
Second, I was floating in the dark remnants of my broken ship, and any conceivable light sources were not within view; starlight is a distinctly different color and significantly less bright.	Another found stranded survivor	y
Second, I was floating in the dark remnants of my broken ship, and any conceivable light sources were not within view; starlight is a distinctly different color and significantly less bright.	He was one more scrap to weld and one more survivor who was found	y
Second, I was floating in the dark remnants of my broken ship, and any conceivable light sources were not within view; starlight is a distinctly different color and significantly less bright.	The crew of his saviours	y
Hotel California My first thought: I was going crazy.	A ship	y
Hotel California My first thought: I was going crazy.	The saviour ship	y
It was a fine bell, reminiscent of ancient stone churches and the towering cathedrals I'd seen in documentaries.	A ship	y
It was a fine bell, reminiscent of ancient stone churches and the towering cathedrals I'd seen in documentaries.	The saviour ship	y
Second, I was floating in the dark remnants of my broken ship, and any conceivable light sources were not within view; starlight is a distinctly different color and significantly less bright.	A ship	y
Second, I was floating in the dark remnants of my broken ship, and any conceivable light sources were not within view; starlight is a distinctly different color and significantly less bright.	The saviour ship	y
These signals were the heralds of my saviors.	The writer wasn't listening, didn't care, he was going to live and keep on breathing	y
These signals were the heralds of my saviors.	He wasn't listening, didnt care, and knew he was going to live	y
These signals were the heralds of my saviors.	He wasn't listening	y
The first words they said to me meant nothing.	The writer wasn't listening, didn't care, he was going to live and keep on breathing	y
The first words they said to me meant nothing.	He wasn't listening, didnt care, and knew he was going to live	y
The first words they said to me meant nothing.	He wasn't listening	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	The gangsters Baba Khan and Manna Shetty	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	Baba Khan and Manna Shetty	y
Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas . 	The gangsters Baba Khan and Manna Shetty	y
Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas . 	Baba Khan and Manna Shetty	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	Revati	y
The story revolves around an upright and principled Police Officer , A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre-planned accident . 	Revati	y
The day comes when Vishal confronts Baba Khan and Manna Shetty Which leads to tension and gory situation for the A.C.P. , as the ganglords threaten to eliminate the A.C.P. as well as his wife Revati and son Vishal .	Baba Khan and Manna Shetty	y
The day comes when Vishal confronts Baba Khan and Manna Shetty Which leads to tension and gory situation for the A.C.P. , as the ganglords threaten to eliminate the A.C.P. as well as his wife Revati and son Vishal .	Baba Kahn and Manna Shetty	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	Baba Khan and Manna Shetty	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	Baba Kahn and Manna Shetty	y
Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas . 	Baba Khan and Manna Shetty	y
Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas . 	Baba Kahn and Manna Shetty	y
On the other hand , Vishal an angry young man , can not stand this injustice since the police had failed to arrest his brother's killers , and he silently resents his A.C.P father's inaction in dealing with the culprits . 	Baba Khan and Manna Shetty	y
On the other hand , Vishal an angry young man , can not stand this injustice since the police had failed to arrest his brother's killers , and he silently resents his A.C.P father's inaction in dealing with the culprits . 	Baba Kahn and Manna Shetty	y
But the A.C.P. is unable to nab the culprits for want of valid evidence . 	Devkinandan Sharma's Daughter understand the agony of Vishal	y
But the A.C.P. is unable to nab the culprits for want of valid evidence . 	Devkinandan Sharma	y
The ideologies of the father and son clash - Which lead to a conflict between a dutiful father and a reckless son . 	Devkinandan Sharma's Daughter understand the agony of Vishal	y
The ideologies of the father and son clash - Which lead to a conflict between a dutiful father and a reckless son . 	Devkinandan Sharma	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	He wanted justice for his brother	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	He confronted them because they murdered his elder brother	y
But the A.C.P. is unable to nab the culprits for want of valid evidence . 	He wanted justice for his brother	y
But the A.C.P. is unable to nab the culprits for want of valid evidence . 	He confronted them because they murdered his elder brother	y
The only one who understands the agony of Vishal is Mohini , the daughter of head constable Devkinandan Sharma . 	He wanted justice for his brother	y
The only one who understands the agony of Vishal is Mohini , the daughter of head constable Devkinandan Sharma . 	He confronted them because they murdered his elder brother	y
The day comes when Vishal confronts Baba Khan and Manna Shetty Which leads to tension and gory situation for the A.C.P. , as the ganglords threaten to eliminate the A.C.P. as well as his wife Revati and son Vishal .	A.C.P. Ramakant Chaudhary	y
The day comes when Vishal confronts Baba Khan and Manna Shetty Which leads to tension and gory situation for the A.C.P. , as the ganglords threaten to eliminate the A.C.P. as well as his wife Revati and son Vishal .	Ramakant Chaudhary	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	A.C.P. Ramakant Chaudhary	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	Ramakant Chaudhary	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	Ramakant Chaudhary	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	A.C.P. Ramakant Chaudhary	y
But the A.C.P. is unable to nab the culprits for want of valid evidence . 	Ramakant Chaudhary	y
But the A.C.P. is unable to nab the culprits for want of valid evidence . 	A.C.P. Ramakant Chaudhary	y
Elaan is a declaration of war against the reign of terror unleashed by the ganglords . 	Revati	y
The only one who understands the agony of Vishal is Mohini , the daughter of head constable Devkinandan Sharma . 	Revati	y
On the other hand , Vishal an angry young man , can not stand this injustice since the police had failed to arrest his brother's killers , and he silently resents his A.C.P father's inaction in dealing with the culprits . 	Mohini	y
On the other hand , Vishal an angry young man , can not stand this injustice since the police had failed to arrest his brother's killers , and he silently resents his A.C.P father's inaction in dealing with the culprits . 	Mohini , the daughter of head constable Devkinandan Sharma	y
The ideologies of the father and son clash - Which lead to a conflict between a dutiful father and a reckless son . 	Mohini	y
The ideologies of the father and son clash - Which lead to a conflict between a dutiful father and a reckless son . 	Mohini , the daughter of head constable Devkinandan Sharma	y
Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas . 	They said that they well eliminate the A.C.P. as well as his wife Revati and son Vishal	y
Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas . 	To eliminate the A.C.P, his wife, and son	y
The only one who understands the agony of Vishal is Mohini , the daughter of head constable Devkinandan Sharma . 	They said that they well eliminate the A.C.P. as well as his wife Revati and son Vishal	y
The only one who understands the agony of Vishal is Mohini , the daughter of head constable Devkinandan Sharma . 	To eliminate the A.C.P, his wife, and son	y
Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas . 	Police failed to arrest his brother's killers	y
